"4 score contemporary glass top pub set by johnston casuals   sku: 7201  price: $1608.00","4 score glass top counter height pub set by johnston casuals   sku: 7202  price: $1572.00","chrome retro 50`s bar height pub set by chromcraft   sku: 9097  price: $805.00"
"chrome retro 50`s counter height pub set by chromcraft   sku: 9096  price: $805.00","counter height glass top bistro pub set by johnston casuals   sku: 7199  price: $876.00","counter height glass top contemporary pub set by johnston casuals   sku: 7206  price: $1242.00"
"cr joseph 36&quot; round wood bar height pub table   sku: 2448  price: $850.00","cr joseph 36&quot; round wood counter height pub table   sku: 2449  price: $850.00","cr joseph 3pc high end counter height pub set   sku: 2451  price: $1818.00"
